categoria,vendedor_link,especificacoes,vendedor,fabricante,preco,modelo,local
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=98deca39142df17b5490b0238c4a95a0,"Gabinete ATX Preto Sem Fonte, com 4 baias externas de 5.25, 4 baias internas de 3.5, 7 slots de expansão; USB + Áudio Frontal; SEM COOLER
          ,
          ,
          ,

         ","Trevo Informática,
         (21) 2653-1564",Thermaltake,"
			R$ 164,90
         ","
         V3 Black (VL80001W2Z-F)   - BOX,
          , 

         ,
,
         ,
         ","Duque de Caxias / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=289afb78393221a2e7e300cd7a6c2b7d,"Gabinete ATX Preto Sem Fonte, Baias: 3x 5.25; internas: 3x 3.5 ou 2.5, 3x 2.5, Slots de Expansão: 7, Painel I/O: 1x USB 3.0, 1x USB 2.0, 1x HD Audio, Traseira: 120 x 120 x 25 mm Turbo fan (1000rpm, 16dBA).
          ,
          ,
          ,

         ","Supply Hall,
         (21) 2238-1695",Thermaltake,"
			R$ 165,00
         ","
         Versa H21 (CA-1B2-00M1NN-00),
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=80e083b84d90c9d2aa7e42d2ed345ff5,"Gabinete ATX Preto Sem Fonte, com 4 baias externas de 5.25, 4 baias internas de 3.5, 7 slots de expansão; USB + Áudio Frontal; SEM COOLER
          ,
          ,
          ,

         ","IREletro.com,
         (21) 3468-7381",Thermaltake,"
			R$ 169,00
         ","
         V3 Black (VL80001W2Z-F)   - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"Gabinete ATX Preto Sem Fonte, com 4 baias externas de 5.25, 4 baias internas de 3.5, 7 slots de expansão; USB + Áudio Frontal; SEM COOLER
          ,
          ,
          ,

         ","Siloe Informática,
         (21) 3336-2730",Thermaltake,"
			R$ 169,90
         ","
         V3 Black (VL80001W2Z-F)   - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=be6edd4547f4c05d4277611769df623c,"Gabinete ATX Preto Sem Fonte, com 4 baias externas de 5.25, 4 baias internas de 3.5, 7 slots de expansão; USB + Áudio Frontal; SEM COOLER
          ,
          ,
          ,

         ","Info Fácil,
         (21) 3174-1110",Thermaltake,"
			R$ 170,00
         ","
         V3 Black (VL80001W2Z-F)  ,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=1c2c148a3a9bd2972696bb6c5fb9adc0,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel H81, Memory: 2x DDR3-1600/ 1333/ 1066 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 16GB, Slots: 1x PCI-Express x16 Slot, 2x PCI-Express 2.0 x1 Slots, SATA: 2x SATA3 Ports, 2x SATA2 Ports, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0/2.0 Ports, 8x USB 2.0 Ports (4 rear, 4 at mid-board), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI Port, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks.
          ,
          ,
          ,

         ","M2Tech,
         (21) 3796-1185",Asus,"
			R$ 186,00
         ","
         H81M-A/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel H81, Memory: 2x DDR3-1600/ 1333/ 1066 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 16GB, Slots: 1x PCI-Express x16 Slot, 2x PCI-Express 2.0 x1 Slots, SATA: 2x SATA3 Ports, 2x SATA2 Ports, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0/2.0 Ports, 8x USB 2.0 Ports (4 rear, 4 at mid-board), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI Port, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks.
          ,
          ,
          ,

         ","Siloe Informática,
         (21) 3336-2730",Asus,"
			R$ 194,90
         ","
         H81M-A/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Placa mãe para LGA 1150, Suporta 4ª Geração Intel Core i7/ i5/ i3/Pentium / Celeron Processors, Supports Intel Turbo Boost 2.0 Technology, Chipset: Intel H81, Memória: 2 x DIMM, máximo de 16GB, DDR3 1600/1333/1066 MHz, Dual Channel, Slots: 1x PCI-Express 2.0 x16 Slot, 2x PCI-Express 2.0 x1 Slot, 1x PCI, SATA: 2x SATA3 (6GB/s)Ports, 2x SATA2 (3GB/s) Ports, Audio: Realtek ALC887-VD 8-channel High Definition Audio CODEC, LAN: Realtek RTL8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0 Boost Ports (Suporte UASP, 170% mais rápido), 8x USB 2.0 Ports (4 rear, 4 via headers), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x LPT Parallel Port, 1x RJ45 LAN Port, Audio I/O Jacks; Windows 8.1 Ready
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Asus,"
			R$ 196,40
         ","
         H81M-C/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=7f5217c00f8d6839dbbd5740d1391bf6,"Placa mãe para LGA 1150, Suporta 4ª Geração Intel Core i7/ i5/ i3/Pentium / Celeron Processors, Supports Intel Turbo Boost 2.0 Technology, Chipset: Intel H81, Memória: 2 x DIMM, máximo de 16GB, DDR3 1600/1333/1066 MHz, Dual Channel, Slots: 1x PCI-Express 2.0 x16 Slot, 2x PCI-Express 2.0 x1 Slot, 1x PCI, SATA: 2x SATA3 (6GB/s)Ports, 2x SATA2 (3GB/s) Ports, Audio: Realtek ALC887-VD 8-channel High Definition Audio CODEC, LAN: Realtek RTL8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0 Boost Ports (Suporte UASP, 170% mais rápido), 8x USB 2.0 Ports (4 rear, 4 via headers), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x LPT Parallel Port, 1x RJ45 LAN Port, Audio I/O Jacks; Windows 8.1 Ready
          ,
          ,
          ,

         ","Brasil Tech,
         (21) 3529-4419",Asus,"
			R$ 196,50
         ","
         H81M-C/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=524e29c2d9bafe8c353b4a9a3a6d0daf,"Placa mãe para LGA 1150, Suporta 4ª Geração Intel Core i7/ i5/ i3/Pentium / Celeron Processors, Supports Intel Turbo Boost 2.0 Technology, Chipset: Intel H81, Memória: 2 x DIMM, máximo de 16GB, DDR3 1600/1333/1066 MHz, Dual Channel, Slots: 1x PCI-Express 2.0 x16 Slot, 2x PCI-Express 2.0 x1 Slot, 1x PCI, SATA: 2x SATA3 (6GB/s)Ports, 2x SATA2 (3GB/s) Ports, Audio: Realtek ALC887-VD 8-channel High Definition Audio CODEC, LAN: Realtek RTL8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0 Boost Ports (Suporte UASP, 170% mais rápido), 8x USB 2.0 Ports (4 rear, 4 via headers), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x LPT Parallel Port, 1x RJ45 LAN Port, Audio I/O Jacks; Windows 8.1 Ready
          ,
          ,
          ,

         ","Portal 14,
         (21) 3553-3429",Asus,"
			R$ 196,70
         ","
         H81M-C/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=0b6f0f88b9c53e3c842fabc117a8b9dc,"Placa mãe para LGA 1150, Suporta 4ª Geração Intel Core i7/ i5/ i3/Pentium / Celeron Processors, Supports Intel Turbo Boost 2.0 Technology, Chipset: Intel H81, Memória: 2 x DIMM, máximo de 16GB, DDR3 1600/1333/1066 MHz, Dual Channel, Slots: 1x PCI-Express 2.0 x16 Slot, 2x PCI-Express 2.0 x1 Slot, 1x PCI, SATA: 2x SATA3 (6GB/s)Ports, 2x SATA2 (3GB/s) Ports, Audio: Realtek ALC887-VD 8-channel High Definition Audio CODEC, LAN: Realtek RTL8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0 Boost Ports (Suporte UASP, 170% mais rápido), 8x USB 2.0 Ports (4 rear, 4 via headers), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI-D Port, 1x LPT Parallel Port, 1x RJ45 LAN Port, Audio I/O Jacks; Windows 8.1 Ready
          ,
          ,
          ,

         ","Life PC,
         (21) 3174-3173 ",Asus,"
			R$ 196,80
         ","
         H81M-C/BR - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placa Mãe,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"Placa mãe para LGA1150, Supports 4th Generation Intel Core i7/ i5/ i3/ Pentium/ Celeron Processors, Supports Intel 22nm CPU, Supports Intel Turbo Boost Technology 2.0, Chipset: Intel H81, Memory: 2x DDR3-1600/ 1333/ 1066 DIMM Slots, Dual Channel, Non-ECC, Unbuffered, Max Capacity of 16GB, Slots: 1x PCI-Express x16 Slot, 2x PCI-Express 2.0 x1 Slots, SATA: 2x SATA3 Ports, 2x SATA2 Ports, Audio: Realtek ALC887 8-Channel High Definition Audio CODEC, LAN: Realtek 8111G Gigabit Ethernet Controller, Ports: 2x USB 3.0/2.0 Ports, 8x USB 2.0 Ports (4 rear, 4 at mid-board), 1x PS/2 Keyboard Port, 1x PS/2 Mouse Port, 1x VGA Port, 1x DVI Port, 1x HDMI Port, 1x RJ45 LAN Port, Audio I/O Jacks
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Asus,"
			R$ 200,00
         ","
         H81M-A,
          , 

         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Thermaltake,"
			R$ 120,40
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=f8800541dfa02b45b5700d3139857fe5,"Gabinete ATX/Micro ATX Preto sem fonte, Baias: 3x de 5.25"" (Ext), 7x de 3.5"" (Int), Suporta Motherboards: m-ATX (9.6"" x 9.6"") e ATX (12"" x 9.6""), I/O Ports: 2x USB 2.0 e 1x Mic/Aud, Dimensões: 420 x 182 x 485mm.
          ,
          ,
          ,

         ","Vem Que Tem,
         (21) 3197-1675",Thermaltake,"
			R$ 120,50
         ","
         V2 Black - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=a846da4621725f4496481382054f79d0,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","Só Aqui Tem,
         (21) 2025-1640",Thermaltake,"
			R$ 120,50
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","XT Gold,
         (21) 2544-5478",Thermaltake,"
			R$ 120,55
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=a8abf7fbee05b729816df4264141df6d,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","Ponto Vip,
         (21) 3527-4197",Thermaltake,"
			R$ 120,70
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","Interconnection,
         (21)3174-2933",Thermaltake,"
			R$ 120,90
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=12f40959cb55205eee308f11ba5922e2,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","IAS Tecnologia,
         (21) 2401-1026",Thermaltake,"
			R$ 129,00
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Gabinetes / Gavetas,http://www.boadica.com.br/detalhevendedor.asp?codigo=80e083b84d90c9d2aa7e42d2ed345ff5,"Gabinete Torre Média Sem Fonte, Cor: Preto, Placas-Mãe: Padrão ATX e Micro ATX, - 5.25"" Drive Bay 3, Ext. 3.5"" Drive Bay 1, Int. 3.5"" Drive Bay 6, Expansion Slots 7, Front I/O, Portas USB 2.0 x 2, Audio x 1, Sistema de Cooler: Frontal (intake), Traseiro (exaustor): 80 x 80 x 25 mm x 2, Side panel(intake): 80 x 80 x 25 mm x 1 
          ,
          ,
          ,

         ","IREletro.com,
         (21) 3468-7381",Thermaltake,"
			R$ 129,00
         ","
         V2 Plus Black VO50001N2N - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"SAMSUNG 840 EVO MZ-7TE500BW 2.5"" 500GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Link das Redes,
         (21)3529-4128",Samsung,"
			R$ 1.199,99
         ","
         MZ-7TE500BW - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"SanDisk Extreme II SDSSDXP-480G-G25 2.5“ 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Gamemart Rio,
         (21) 2524-6672",Sandisk,"
			R$ 1.249,90
         ","
         SDSSDXP-480G-G25,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Corsair Neutron Series GTX CSSD-N480GBGTXB-BK 2.5"" 480GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 1.260,00
         ","
         CSSD-N480GBGTXB-BK  - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Solid State Drive (SSD) SAMSUNG 840 Pro Series MZ-7PD512BW 2.5“ 512GB SATA III MLC
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Samsung,"
			R$ 1.260,00
         ","
         MZ-7PD512BW - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"ADATA XPG SX900 ASX900S3-512GM-C 2.5“ 512GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Bit Tuning,
         (21) 3527-4086",Adata,"
			R$ 1.279,00
         ","
         ASX900S3-512GM-C  - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Corsair Force Series GS CSSD-F480GBGS-BK 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Sapphire,
         (21) 2222-3176 ",Corsair,"
			R$ 1.280,00
         ","
         CSSD-F480GBGS-BK - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SAMSUNG 840 EVO MZ-7TE750BW 2.5“ 750GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Samsung,"
			R$ 1.299,00
         ","
         MZ-7TE750BW - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=70a1aee6bdfa3b74e75f8fd06e01aefb,"OCZ Vertex 4 VTX4-25SAT3-256G 2.5 256GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","M@X,
         (21)2240-0034",Ocz,"
			R$ 1.300,00
         ","
         VTX4-25SAT3-256G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Samsung,"
			R$ 523,90
         ","
         MZ-7TE250BW - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=ad5f768ca9eb118840849c71c3180a5f,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","2A Infotec,
         (21) 3553-5877",Kingston,"
			R$ 535,00
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=13e4d55e3124060c8e729b83c68dfd7e,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Infocoast,
         (21)2580-4050",Kingston,"
			R$ 540,00
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,São Cristovão"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=0417a13aaa5997a43ed2351ed2ecd32d,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Info Importex,
         (21) 3145-5585",Kingston,"
			R$ 550,00
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 550,00
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=0417a13aaa5997a43ed2351ed2ecd32d,"Kingston SSDNow KC300 240GB 2.5"" SATA III Enterprise Solid State Drive (SSD) com adaptador.
          ,
          ,
          ,

         ","Info Importex,
         (21) 3145-5585",Kingston,"
			R$ 550,00
         ","
         SKC300S37A/240G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"SanDisk Ultra Plus SDSSDHP-256G-G25 2.5"" 256GB SATA III MLC Internal Solid State Drive (SSD) para Notebook
          ,
          ,
          ,

         ","Sapphire,
         (21) 2222-3176 ",Sandisk,"
			R$ 569,80
         ","
         SDSSDHP-256G-G25 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=911e32ec01ade2b9edafb01bce452052,"Intel 530 Series SSDSC2BW240A4K5 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Armazém Digital,
         (21) 2210-6441",Intel,"
			R$ 638,80
         ","
         SSDSC2BW240A4K5 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=4d16ec91584e54f951e5b170a2ede487,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","EM Informática,
         (21) 2717-0530",Kingston,"
			R$ 419,00
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=5e6ff9acb3d9342535267f8f72443db9,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Sapphire Nit,
         (21) 2721-3140",Kingston,"
			R$ 419,80
         ","
         SV300S37A/240G - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"OCZ Vertex 460 Series VTX460-25SAT3-120G 2.5“ 120GB SATA III MLC Internal Solid State Drive (SSD).
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Ocz,"
			R$ 424,89
         ","
         VTX460-25SAT3-120G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=3342312cc62d476747c5b4c2f245b6dc,"OCZ Vertex 460 Series VTX460-25SAT3-120G 2.5“ 120GB SATA III MLC Internal Solid State Drive (SSD).
          ,
          ,
          ,

         ","BB Info,
         (21) 3176-1650",Ocz,"
			R$ 424,90
         ","
         VTX460-25SAT3-120G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"PNY XLR8 PRO SSD9SC240GCDA-RB 2.5“ 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",PNY,"
			R$ 425,00
         ","
         SSD9SC240GCDA-RB - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=2f4a91cbd9bab793812b8f3c57937c4f,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Armazém Digital Térreo,
         (21) 3173-5691",Kingston,"
			R$ 426,00
         ","
         SV300S37A/240G,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=3342312cc62d476747c5b4c2f245b6dc,"PNY XLR8 SSD9SC240GMDA-RB 2.5“ 240GB SATA III Internal Solid State Drive (SSD).
          ,
          ,
          ,

         ","BB Info,
         (21) 3176-1650",PNY,"
			R$ 429,00
         ","
         SSD9SC240GMDA-RB - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Discos (HD),http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"Kingston SMS200S3/120G Leitura sequencial 550MB/s, Gravações sequenciais 520MB 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ,
          ,

         ","Kbyte Informática,
         (21)2215-1144",Kingston,"
			R$ 449,00
         ","
         SMS200S3/120G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
