vendedor_link,especificacoes,preco,vendedor,modelo,fabricante,local
http://www.boadica.com.br/detalhevendedor.asp?codigo=2397d6504926e531a7e24061c0da60c9,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 345,00
         ","American Tech,
         (21) 3197-0952","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 345,89
         ","Lacosta Informática,
         2220-6503","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 345,90
         ","Interconnection,
         (21)3174-2933","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 345,90
         ","XT Gold,
         (21) 2544-5478","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=2397d6504926e531a7e24061c0da60c9,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 345,99
         ","American Tech,
         (21) 3197-0952","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f6b2402e3c51f5068e71c1c161b39bf9,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 350,00
         ","New Routes,
         (21) 2591-1940","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4ba59a57d2ea954833a16baf120ad5e1,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 360,00
         ","Info Smart,
         (21)2595-1596","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4d60b31adaffcfd30d4067364564cdb1,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 365,00
         ","Info Design,
         (21) 2240-7546","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SSDNow KC300 180GB 2.5"" SATA III Enterprise Solid State Drive com adaptador 
          ,
          ","
			R$ 615,00
         ","Mr Bios ,
         (21) 2262-2640","
         SKC300S37A/180G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 500,00
         ","@N@ Informática,
         (21) 2568-6956","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3afecb996d31b5989a41dfdf23f37100,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 365,00
         ","Pequeno Preço,
         (21) 2524-6526","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 366,97
         ","Link das Redes,
         (21)3529-4128","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 366,99
         ","Only e One,
         (21)2215-2961","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=04b6afbbac5be24ad48c5e613ad578be,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 367,00
         ","Arcanjo das redes,
         (21) 3197-1076","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 369,00
         ","XT Gold,
         (21) 2544-5478","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"SanDisk Ultra Plus SDSSDHP-256G-G25 2.5"" 256GB SATA III MLC Internal Solid State Drive (SSD) para Notebook
          ,
          ","
			R$ 617,00
         ","Sapphire,
         (21) 2222-3176 ","
         SDSSDHP-256G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=2397d6504926e531a7e24061c0da60c9,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 618,45
         ","American Tech,
         (21) 3197-0952","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 620,00
         ","Link das Redes,
         (21)3529-4128","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 622,00
         ","Sapphire,
         (21) 2222-3176 ","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"Kingston SSDNow KC300 240GB 2.5"" SATA III Enterprise Solid State Drive (SSD) com adaptador.
          ,
          ","
			R$ 650,00
         ","Link das Redes,
         (21)3529-4128","
         SKC300S37A/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4d60b31adaffcfd30d4067364564cdb1,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 655,00
         ","Info Design,
         (21) 2240-7546","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3afecb996d31b5989a41dfdf23f37100,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 658,00
         ","Pequeno Preço,
         (21) 2524-6526","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=13e4d55e3124060c8e729b83c68dfd7e,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 659,00
         ","Infocoast,
         (21)2580-4050","
         SV300S37A/240G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,São Cristovão"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d1c47d2efb93da5f01f41ebf810bea7f,"Kingston SSDNow KC300 240GB 2.5"" SATA III Enterprise Solid State Drive (SSD) com adaptador.
          ,
          ","
			R$ 675,00
         ","D tudo um pouco digital,
         (21) 2524-6148","
         SKC300S37A/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Corsair Neutron Series CSSD-N256GB3-BK 2.5"" 256GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 689,00
         ","Lacosta Informática,
         2220-6503","
         CSSD-N256GB3-BK - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=480244fc8ff84aa1e267b0ee3884222b,"Kingston SSDNow KC300 240GB 2.5"" SATA III Enterprise Solid State Drive (SSD) com adaptador.
          ,
          ","
			R$ 690,00
         ","Fenix ,
         (21)3178-0880","
         SKC300S37A/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=2113c03925b6a1a97a7643c08cab9449,"Plextor M5S Series PX-256M5S 2.5"" 256GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 693,00
         ","Compolass,
         (21) 2220-9538 ","
         PX-256M5S - BOX,
         ",Plextor,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Intel 530 Series SSDSC2BW180A401 2.5"" 180GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 740,00
         ","Sapphire,
         (21) 2222-3176 ","
         SSDSC2BW180A401 - BOX, 

         ,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"SanDisk Extreme II SDSSDXP-240G-G25 2.5“ 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 750,00
         ","Bit Tuning,
         (21) 3527-4086","
         SDSSDXP-240G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Intel 525 Series Lincoln Crest SSDMCEAC0180B301 mSATA 180GB SATA III MLC Internal Solid State Drive (SSD).
          ,
          ","
			R$ 760,00
         ","Mr Bios ,
         (21) 2262-2640","
         SSDMCEAC0180B301 - BOX,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 760,00
         ","Bit Tuning,
         (21) 3527-4086","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SSDNow V300 Series SV300S3D7/240G 2.5“ 240GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 

          ,
          ","
			R$ 795,00
         ","Mr Bios ,
         (21) 2262-2640","
         SV300S3D7/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=6ec2c7bbb2fa776944f3c62f390c16dc,"Kingston HyperX 3K SH103S3/240G 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 795,00
         ","Infolux,
         (21)2262-2107","
         SH103S3/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"Kingston HyperX 3K SH103S3/240G 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 796,00
         ","Bit Tuning,
         (21) 3527-4086","
         SH103S3/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kingston HyperX 3K SH103S3/240G 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 796,00
         ","Lacosta Informática,
         2220-6503","
         SH103S3/240G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ad5f768ca9eb118840849c71c3180a5f,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 506,90
         ","2A Infotec,
         (21) 3553-5877","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Crucial M500 (CT240M500SSD1) 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)SATA III.
          ,
          ","
			R$ 510,00
         ","@N@ Informática,
         (21) 2568-6956","
         CT240M500SSD1 - BOX,
         ",,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 517,00
         ","Sapphire,
         (21) 2222-3176 ","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Intel 525 Series Lincoln Crest SSDMCEAC0120B301 mSATA 120GB SATA III MLC Internal Solid State Drive (SSD).
          ,
          ","
			R$ 520,00
         ","Mr Bios ,
         (21) 2262-2640","
         SSDMCEAC0120B301 - BOX,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4ba59a57d2ea954833a16baf120ad5e1,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 520,00
         ","Info Smart,
         (21)2595-1596","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Intel SSD 335 Series 2.5“ 180GB SATA, Internal Solid State Drive (SSD) incluso kit instalação desktop.
          ,
          ","
			R$ 530,00
         ","Lacosta Informática,
         2220-6503","
         SSDSC2CT180A4K5 - BOX,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 536,00
         ","Info X,
         (21) 3329-6141 ","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0417a13aaa5997a43ed2351ed2ecd32d,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 536,90
         ","Info Importex,
         (21) 3145-5585","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 537,70
         ","Link das Redes,
         (21)3529-4128","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Crucial M500 (CT240M500SSD1) 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)SATA III.
          ,
          ","
			R$ 538,00
         ","Cyber Info,
         (21) 2618-0280","
         CT240M500SSD1,
         ",,"Niterói / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston HyperX 3K SH103S3B/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD), Kit inclui adapt.baia 3.5"", Case 2.5"", Cabo datos Sata, HD Cloning Software e Ferramenta de montagem, 555MB/s Leitura e 510MB/s Escrita.
          ,
          ","
			R$ 540,00
         ","Mr Bios ,
         (21) 2262-2640","
         SH103S3B/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Crucial M500 240GB mSATA Internal Solid State Drive CT240M500SSD3
          ,
          ","
			R$ 549,90
         ","Gamemart Rio,
         (21) 2524-6672","
         CT240M500SSD3, 

         ,
         ",,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4cb44ddf8b9f8fa74ce7dbe1580a04b5,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 550,00
         ","LLR ,
         (21) 3411-6826","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 369,00
         ","XT Gold,
         (21) 2544-5478","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Corsair Neutron Series CSSD-N240GBGTXB-BK 2.5"" 240GB SATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 799,00
         ","Lacosta Informática,
         2220-6503","
         CSSD-N240GBGTXB-BK - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"OCZ Vertex 450 Series VTX450-25SAT3-256G 2.5“ 256GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 825,00
         ","Lacosta Informática,
         2220-6503","
         VTX450-25SAT3-256G - BOX, 

         ,
         ",Ocz,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Samsung 840 Pro Series 2.5-Inch 256 GB SATA 6GB/s Solid State Drive.
          ,
          ","
			R$ 839,00
         ","Gamemart Rio,
         (21) 2524-6672","
         MZ-7PD256BW,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Samsung 840 Pro Series 2.5-Inch 256 GB SATA 6GB/s Solid State Drive.
          ,
          ","
			R$ 839,80
         ","XT Gold,
         (21) 2544-5478","
         MZ-7PD256BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"Crucial M500 (CT240M500SSD1) 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)SATA III.
          ,
          ","
			R$ 550,00
         ","Info 132,
         (21) 3988-9636","
         CT240M500SSD1,
         ",,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 558,00
         ","Cyber Info,
         (21) 2618-0280","
         SV300S37A/240G, 

         ,
         ",Kingston,"Niterói / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Seagate 600 Series ST240HM000 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 570,00
         ","Lacosta Informática,
         2220-6503","
         ST240HM000 - OEM,
         ",Seagate,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SanDisk Extreme SDSSDX-240G-G25 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 590,00
         ","Lacosta Informática,
         2220-6503","
         SDSSDX-240G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Samsung 840 Series Solid State Drive 250GB SATA-600
          ,
          ","
			R$ 595,00
         ","Flying Computer,
         (21) 2431-2573","
         MZ-7TD250 - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SanDisk Ultra Plus SDSSDHP-256G-G25 2.5"" 256GB SATA III MLC Internal Solid State Drive (SSD) para Notebook
          ,
          ","
			R$ 598,00
         ","Lacosta Informática,
         2220-6503","
         SDSSDHP-256G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"SanDisk Ultra Plus SDSSDHP-256G-G25 2.5"" 256GB SATA III MLC Internal Solid State Drive (SSD) para Notebook
          ,
          ","
			R$ 598,00
         ","Bit Tuning,
         (21) 3527-4086","
         SDSSDHP-256G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4cb44ddf8b9f8fa74ce7dbe1580a04b5,"Seagate 600 Series ST240HM000 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 599,00
         ","LLR ,
         (21) 3411-6826","
         ST240HM000,
         ",Seagate,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7f5217c00f8d6839dbbd5740d1391bf6,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 612,90
         ","Brasil Tech,
         (21) 3529-4419","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 613,00
         ","Gamemart Rio,
         (21) 2524-6672","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Samsung 840EVO Series Solid State Drive 250GB SATA (Leitura 540 MB/s, escrita520 MB/s).
          ,
          ","
			R$ 613,90
         ","NC Games,
         (21)3529-4418","
         MZ-7TE250BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 370,00
         ","Sapphire,
         (21) 2222-3176 ","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 373,00
         ","Interconnection,
         (21)3174-2933","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=2113c03925b6a1a97a7643c08cab9449,"SanDisk SD6SB1M-128G-1022I 2.5"" 128GB SATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 389,00
         ","Compolass,
         (21) 2220-9538 ","
         SD6SB1M-128G-1022I - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=13e4d55e3124060c8e729b83c68dfd7e,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 389,00
         ","Infocoast,
         (21)2580-4050","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,São Cristovão"
http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 398,00
         ","Ghamma-Tech,
         (21)2549-9992","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Copacabana"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 398,95
         ","NC Games,
         (21)3529-4418","
         SV300S3D7/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 399,00
         ","Kbyte Informática,
         (21)2215-1144","
         SV300S3D7/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ed16309150778b30ebbfe56f4ea8c74b,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 399,00
         ","Elegance Computer,
         (21) 2220-0153","
         SV300S3D7/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
